timestamp,elapsed_s,cam0_fps,cam1_fps,cam2_fps,cam3_fps,cam4_fps,cam0_gf,cam1_gf,cam2_gf,cam3_gf,cam4_gf,new_alerts
2026-07-26 22:17:59,8877,29.71,29.71,29.73,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:18:59,8937,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-26 22:19:59,8997,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:20:59,9057,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:21:59,9117,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-26 22:22:59,9177,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:24:00,9238,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 22:25:00,9298,29.71,29.71,29.73,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:26:00,9358,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:27:00,9418,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:28:00,9478,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 22:29:00,9538,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-26 22:30:00,9598,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:31:00,9658,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:32:00,9718,29.71,29.71,29.72,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:33:00,9778,29.71,29.70,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-26 22:34:00,9838,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 22:35:00,9898,29.70,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:36:00,9958,29.73,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-26 22:37:00,10018,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 22:38:00,10078,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 22:39:00,10138,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:40:00,10198,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-26 22:41:00,10258,29.71,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-26 22:42:00,10318,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:43:00,10378,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-26 22:44:00,10438,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:45:00,10498,29.71,29.74,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:46:00,10558,29.73,29.70,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:47:00,10618,29.71,29.71,29.73,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:48:00,10678,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 22:49:00,10738,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 22:50:00,10798,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:51:00,10858,29.71,29.71,29.73,29.73,29.71,0,0,0,0,0,0
2026-07-26 22:52:00,10918,29.71,29.73,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-26 22:53:00,10978,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:54:00,11038,29.71,29.71,29.73,29.73,29.73,0,0,0,0,0,0
2026-07-26 22:55:00,11098,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:56:00,11158,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 22:57:00,11218,29.71,29.70,29.70,29.71,29.73,0,0,0,0,0,0
2026-07-26 22:58:00,11278,29.70,29.71,29.73,29.73,29.71,0,0,0,0,0,0
2026-07-26 22:59:00,11338,29.70,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:00:00,11398,29.71,29.73,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-26 23:01:00,11458,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:02:00,11518,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:03:00,11578,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:04:00,11638,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:05:00,11698,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-26 23:06:00,11758,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:07:00,11818,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:08:00,11878,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:09:00,11938,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:10:00,11998,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:11:00,12058,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:12:00,12118,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-26 23:13:00,12178,29.71,29.70,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:14:00,12238,29.70,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:15:00,12298,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:16:00,12358,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:17:00,12418,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:18:00,12478,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:19:00,12538,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:20:00,12598,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-26 23:21:00,12658,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:22:00,12718,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:23:00,12778,29.70,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-26 23:24:00,12838,29.71,29.70,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:25:00,12898,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:26:00,12958,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:27:00,13018,29.71,29.71,29.73,29.73,29.71,0,0,0,0,0,0
2026-07-26 23:28:00,13078,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:29:00,13138,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:30:00,13198,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:31:00,13258,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:32:00,13318,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:33:00,13378,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:34:00,13438,29.71,29.70,29.73,29.73,29.71,0,0,0,0,0,0
2026-07-26 23:35:00,13498,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:36:00,13558,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:37:00,13618,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-26 23:38:00,13678,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:39:00,13738,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:40:00,13798,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:41:00,13858,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-26 23:42:00,13918,29.71,29.73,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-26 23:43:00,13978,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:44:00,14038,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:45:00,14098,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-26 23:46:00,14158,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:47:00,14218,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:48:00,14278,29.71,29.71,29.73,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:49:00,14338,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:50:00,14398,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:51:00,14458,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:52:00,14518,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-26 23:53:00,14578,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:54:00,14638,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 23:55:00,14698,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 23:56:00,14758,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-26 23:57:00,14818,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:58:00,14878,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 23:59:00,14938,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:00:00,14998,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:01:00,15058,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:02:00,15118,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 00:03:00,15178,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-27 00:04:00,15238,29.71,29.73,29.70,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:05:00,15298,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:06:00,15358,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:07:00,15418,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:08:00,15478,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:09:00,15538,29.71,29.71,29.71,29.71,29.72,0,0,0,0,0,0
2026-07-27 00:10:00,15598,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-27 00:11:00,15658,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:12:00,15718,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:13:00,15778,29.71,29.71,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 00:14:00,15838,29.71,29.73,29.73,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:15:00,15898,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:16:00,15958,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:17:00,16018,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 00:18:00,16078,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:19:00,16138,29.73,29.71,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 00:20:00,16198,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:21:00,16258,29.71,29.71,29.71,29.74,29.71,0,0,0,0,0,0
2026-07-27 00:22:00,16318,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:23:00,16378,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:24:00,16438,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 00:25:00,16498,29.71,29.73,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:26:00,16558,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:27:00,16618,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:28:00,16678,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:29:00,16738,29.71,29.73,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 00:30:00,16798,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:31:00,16858,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 00:32:00,16918,29.71,29.73,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:33:00,16978,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:34:00,17038,29.71,29.71,29.71,29.70,29.71,0,0,0,0,0,0
