t_mono,ax,ay,az,gx,gy,gz
104059.4679,0.22555294999999997,-0.0392266,9.757616749999999,-0.004904375198104067,0.004223696789826277,0.0064053583548191895
104059.4778,0.35303939999999995,-0.0588399,9.77723005,-0.0006283185307179586,-0.010245082709206713,0.010506882097005864
104059.4888,0.26477955,-0.00980665,9.836069949999999,-0.00012217304763960306,-0.0014486232791552935,-0.003892084231947355
104059.4986,0.2745862,-0.00980665,9.836069949999999,-0.0019198621771937625,0.006544984694978736,-0.009913470151327791
104059.5100,0.2745862,-0.0392266,9.845876599999999,-0.011100294042683936,-0.004485496177625427,0.0004537856055185257
104059.5191,0.18632634999999997,-0.08825984999999999,9.8851032,-6.981317007977319e-05,0.002408554367752175,0.0063006385996995295
104059.5289,0.2353596,-0.0196133,9.80665,-0.008185594191853406,0.002897246558310587,0.002478367537831948
104059.5402,0.30400615,-0.02941995,9.79684335,-0.0027401669256310974,-0.0014311699866353504,-0.0020943951023931952
104059.5535,0.29419949999999995,0.0,9.81645665,0.0023911010752322315,-0.003298672286269283,-0.010681415022205296
104059.5631,0.28439285,-0.0196133,9.80665,-0.0013439035240356337,0.007260569688296411,0.0023911010752322315
104059.5742,0.28439285,-0.0392266,9.81645665,0.0022689280275926286,0.0017976891295541594,-0.003892084231947355
104059.5851,0.30400615,-0.04903325,9.80665,0.0034557519189487725,-0.01001818990644745,0.00307177948351002
104059.5975,0.18632634999999997,-0.0784532,9.855683249999998,-0.0018675022996339325,-0.003193952531149623,-0.001780235837034216
104059.6105,0.28439285,-0.0196133,9.826263299999999,-0.007225663103256524,0.006719517620178169,-0.004171336912266448
104059.6204,0.26477955,-0.02941995,9.855683249999998,0.007225663103256524,0.0062482787221397,-0.0029321531433504737
104059.6305,0.35303939999999995,-0.04903325,9.79684335,0.0002443460952792061,-0.0028448866807507574,0.0013962634015954637
104059.6404,0.20593965,-0.0392266,9.7870367,0.002495820830351891,-0.00301941960595019,-0.0021991148575128553
104059.6502,0.28439285,-0.0196133,9.80665,0.0002617993877991494,0.006841690667817772,-0.0042935099599060505
104059.6606,0.26477955,-0.04903325,9.7281968,0.008360127117052838,-0.004049163864626845,0.0004363323129985824
104059.6701,0.36284605,-0.0392266,9.738003449999999,-0.002827433388230814,-0.007033676885537149,0.007330382858376184
104059.6812,0.24516625,-0.10787314999999999,9.79684335,-0.0016755160819145565,0.0057421332390613445,-0.0017453292519943296
104059.6923,0.25497289999999995,-0.0392266,9.826263299999999,-0.0058468529941810045,0.0005061454830783556,0.002373647782712288
